Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Raj Sharma,14-08-2005,712621,Madhya Pradesh,3,11,10,23,47,Pass
Krishna Singh,04-03-2006,766966,Karnataka,21,22,6,3,52,Pass
Balbir Sharma,09-02-2006,656496,Delhi,5,23,14,12,54,Fail
Yash Sharma,17-04-2005,250138,Gujarat,22,21,2,15,60,Pass
Ishaan Chopra,26-11-2004,785207,Rajasthan,17,21,22,8,68,Pass
Zaid Sharma,12-10-2005,751136,Maharashtra,10,7,7,11,35,Pass
John Chopra,29-11-2005,952245,Bihar,15,4,17,11,47,Pass
Peter Singh,26-01-2006,872175,Rajasthan,1,7,0,5,13,Pass
Aarav Verma,22-09-2005,862265,Assam,3,2,5,20,30,Pass
Gurpreet D'Souza,21-12-2005,227609,West Bengal,3,10,12,19,44,Pass
Kunal Sharma,27-02-2005,976618,Madhya Pradesh,23,14,15,1,53,Pass
Manpreet Reddy,20-02-2005,768396,Bihar,8,16,3,12,39,Pass
Aryan Sharma,21-12-2005,633875,Tamil Nadu,13,10,22,10,55,Pass
Krishna Fernandes,03-02-2006,581036,Maharashtra,21,4,14,7,46,Pass
Raj Verma,14-12-2005,784116,Madhya Pradesh,18,12,18,8,56,Pass
Ishaan Pillai,24-03-2006,625972,Rajasthan,9,20,4,23,56,Pass
Ishaan Sharma,03-05-2006,328485,Jharkhand,19,0,19,4,42,Pass
Rehan Sharma,01-02-2006,313566,Jammu & Kashmir + Ladakh,14,15,16,14,59,Pass
Sukhwinder Pillai,16-09-2005,315884,Gujarat,21,6,22,13,62,Pass
Raj Pillai,01-03-2006,780192,Bihar,14,2,13,2,31,Pass
Aditya Pillai,08-02-2006,191094,Bihar,0,0,2,2,4,Pass
John Singh,28-07-2005,813322,Odisha,6,13,2,8,29,Pass
Aarav Mehta,07-01-2006,496061,Maharashtra,2,12,13,7,34,Pass
Yash Reddy,02-01-2006,768101,Uttar Pradesh,22,5,18,11,56,Pass
Aarav D'Souza,24-11-2004,455498,Uttar Pradesh,23,5,1,15,44,Pass
Yash Verma,04-01-2005,215360,Kerala,8,16,9,10,43,Pass
Sukhwinder Chopra,04-10-2005,974254,Chhattisgarh,20,6,1,24,51,Pass
Kunal Sharma,27-04-2005,637340,Telangana,4,9,23,14,50,Pass
Aryan Singh,27-05-2005,706132,Maharashtra,14,4,6,23,47,Pass
Vivaan D'Souza,15-05-2005,790360,Andaman & Nicobar,6,7,7,6,26,Pass
Raj Singh,11-12-2004,868933,Uttar Pradesh,13,5,20,18,56,Pass
Aryan Sharma,01-05-2005,264686,Goa,2,16,7,9,34,Pass
Kunal Chopra,17-03-2005,184423,Uttar Pradesh,12,5,4,3,24,Pass
Aditya Chopra,10-04-2005,757073,Bihar,24,9,2,16,51,Pass
Aarav Sharma,30-03-2006,208331,Madhya Pradesh,11,12,0,23,46,Pass
Kunal Reddy,23-10-2005,239451,Madhya Pradesh,19,16,2,1,38,Pass
Raj Fernandes,13-01-2006,488109,Rajasthan,9,12,4,19,44,Pass
Aarav D'Souza,29-01-2005,716628,Tamil Nadu,9,16,23,16,64,Pass
Krishna Chopra,05-06-2005,871164,Andhra Pradesh,4,6,20,12,42,Pass
Ayaan Mehta,27-12-2004,497282,West Bengal,3,10,17,14,44,Pass
Yash Verma,26-03-2006,991271,Chhattisgarh,18,8,24,8,58,Pass
Aarav Sharma,17-08-2005,395453,Chhattisgarh,24,19,14,9,66,Pass
Zaid Khan,18-11-2005,997086,Punjab,18,0,24,15,57,Pass
John Fernandes,04-01-2005,972902,West Bengal,3,7,24,12,46,Pass
Balbir Verma,30-10-2005,631570,Uttar Pradesh,15,5,24,14,58,Pass
Aarav Pillai,28-08-2005,613094,Uttar Pradesh,4,5,7,9,25,Pass
Rohan Fernandes,06-06-2005,205864,Karnataka,4,6,21,14,45,Pass
Yash Sharma,29-04-2006,142161,Uttar Pradesh,18,5,5,12,40,Pass
Imran Khan,10-02-2005,223383,Andhra Pradesh,10,0,24,18,52,Pass
John D'Souza,19-06-2005,621715,Maharashtra,6,1,15,17,39,Pass
Mathew Fernandes,14-01-2005,336029,Karnataka,13,13,4,13,43,Pass
Aryan Mehta,18-03-2005,434711,Assam,6,5,17,2,30,Pass
Raj Reddy,04-06-2005,763774,Jharkhand,15,9,8,15,47,Pass
Krishna D'Souza,21-10-2005,629668,Uttar Pradesh,2,5,3,14,24,Pass
Vivaan Fernandes,25-04-2005,184303,Rajasthan,14,0,18,12,44,Pass
Peter Sharma,30-04-2005,944060,Rajasthan,18,11,5,4,38,Pass
Aditya Pillai,26-04-2006,948250,Punjab,11,3,14,4,32,Pass
Aryan D'Souza,12-12-2004,284705,Punjab,1,1,14,11,27,Pass
Yash Khan,01-01-2005,946065,Uttar Pradesh,14,5,3,8,30,Pass
Aditya Khan,15-08-2005,471686,Chhattisgarh,0,20,13,23,56,Pass
Rohan Mehta,20-03-2006,389296,Jammu & Kashmir + Ladakh,3,21,15,20,59,Pass
Krishna Verma,29-01-2005,396009,Uttar Pradesh,21,5,20,9,55,Pass
Ishaan Chopra,21-02-2005,678414,Haryana,24,15,10,20,69,Pass
Krishna Verma,02-01-2005,650153,Kerala,15,19,19,11,64,Pass
Aarav Pillai,13-05-2005,557910,Madhya Pradesh,13,9,1,3,26,Pass
Gurpreet D'Souza,13-06-2005,112693,Bihar,18,19,20,9,66,Pass
Yash Chopra,13-11-2005,155901,Maharashtra,23,4,7,24,58,Pass
Rehan Sharma,07-08-2005,163134,Uttar Pradesh,8,5,23,12,48,Pass
Aditya Fernandes,11-12-2005,650774,Assam,14,0,4,18,36,Pass
David Chopra,13-09-2005,832941,West Bengal,3,4,17,23,47,Pass
Ayaan Singh,01-03-2005,355628,Chhattisgarh,0,21,3,4,28,Pass
Peter Fernandes,17-04-2005,908893,Haryana,23,21,6,0,50,Pass
Manpreet D'Souza,20-06-2005,258453,Assam,8,3,17,10,38,Pass
Kunal Reddy,30-01-2005,226373,Bihar,23,15,5,1,44,Pass
Gurpreet Sharma,14-08-2005,158858,Punjab,23,22,0,15,60,Pass
Yash Verma,16-02-2005,539018,Arunachal Pradesh,17,10,1,5,33,Pass
Rohan Verma,28-04-2005,783732,Kerala,9,8,9,9,35,Pass
Mathew Verma,05-03-2005,555627,Rajasthan,8,15,19,18,60,Pass
Rohan Fernandes,22-10-2005,869806,Jammu & Kashmir + Ladakh,4,5,5,10,24,Pass
Harjeet Fernandes,23-01-2006,242163,Kerala,11,0,1,4,16,Pass
Krishna Verma,11-12-2005,214056,Delhi,23,12,17,12,64,Fail
Farhan Chopra,29-08-2005,811093,Jharkhand,5,17,5,18,45,Pass
Aryan Pillai,31-07-2005,732652,Rajasthan,17,19,20,9,65,Pass
Aarav Reddy,20-03-2006,853323,Gujarat,4,6,0,16,26,Pass
Yash Sharma,05-02-2006,611875,Rajasthan,19,24,1,0,44,Pass
Kunal Mehta,29-01-2006,968872,Haryana,1,4,16,14,35,Pass
Gurpreet Reddy,02-03-2006,103045,Gujarat,3,4,12,8,27,Pass
Krishna Pillai,13-03-2005,525995,Rajasthan,7,6,5,20,38,Pass
Zaid Mehta,13-07-2005,496417,Odisha,12,17,11,4,44,Pass
Aarav Chopra,19-11-2004,156627,Jharkhand,13,21,0,17,51,Pass
Krishna Sharma,12-01-2006,110320,Uttar Pradesh,13,5,22,14,54,Pass
Gurpreet Khan,12-01-2006,503961,Himachal Pradesh,0,8,1,19,28,Pass
Peter Verma,18-04-2006,211218,Uttar Pradesh,21,5,6,8,40,Pass
Manpreet Pillai,14-04-2005,737530,Tamil Nadu,14,24,20,4,62,Pass
Aryan Singh,11-07-2005,516933,Bihar,17,12,1,21,51,Pass
Kunal D'Souza,30-05-2005,307569,Jammu & Kashmir + Ladakh,20,3,6,4,33,Pass
Balbir Sharma,21-09-2005,426422,Assam,8,7,9,23,47,Pass
Aryan Reddy,30-07-2005,645179,Tamil Nadu,8,17,4,7,36,Pass
Ishaan Pillai,21-12-2005,604426,Rajasthan,6,11,12,22,51,Pass
Krishna Khan,03-02-2006,576710,Uttar Pradesh,21,5,3,20,49,Pass
Krishna Singh,28-10-2005,807575,Rajasthan,23,16,6,8,53,Pass
Manpreet Sharma,02-07-2005,148320,Uttar Pradesh,12,5,7,23,47,Pass
Rohan Pillai,20-05-2005,452495,West Bengal,9,4,2,19,34,Pass
Aarav Pillai,15-09-2005,943050,Tamil Nadu,11,24,18,20,73,Pass
John Verma,17-04-2006,236034,Jharkhand,2,10,24,5,41,Pass
Aarav Mehta,12-11-2004,839543,Uttar Pradesh,2,5,24,14,45,Pass
Balbir D'Souza,13-09-2005,193725,Bihar,5,5,23,7,40,Pass
Krishna Verma,17-12-2004,725225,Andhra Pradesh,24,0,13,23,60,Pass
Mathew Pillai,26-02-2006,381323,Uttar Pradesh,18,5,17,1,41,Pass
Raj Chopra,23-11-2004,964184,Punjab,20,12,3,16,51,Pass
Paul Singh,09-12-2005,538978,Karnataka,7,12,16,11,46,Pass
Aarav Verma,18-06-2005,799771,Uttar Pradesh,13,5,0,4,22,Pass
Kunal Singh,21-09-2005,880151,Puducherry,6,5,20,12,43,Pass
Vivaan Singh,11-11-2005,238088,Telangana,23,20,2,0,45,Pass
Rohan Verma,17-03-2006,403565,Uttar Pradesh,6,5,6,11,28,Pass
Krishna Pillai,22-05-2005,382190,West Bengal,3,22,14,9,48,Pass
Ishaan Mehta,22-06-2005,631437,Rajasthan,10,2,4,3,19,Pass
Ishaan Mehta,23-07-2005,444271,Punjab,23,10,1,3,37,Pass
Gurpreet Verma,29-03-2005,857208,Karnataka,4,5,6,8,23,Pass
Gurpreet Sharma,04-03-2006,247944,Telangana,20,3,22,4,49,Pass
Paul Singh,09-04-2006,623850,Uttarakhand,6,13,2,22,43,Pass
Raj Khan,15-04-2005,171914,Madhya Pradesh,22,4,7,0,33,Pass
Vivaan Mehta,02-01-2005,617210,Delhi,0,23,16,9,48,Fail
Yash Sharma,21-04-2006,988438,Bihar,3,4,10,16,33,Pass
Aryan Verma,07-02-2006,875115,Haryana,3,9,2,2,16,Pass
Yash Sharma,13-03-2005,205198,Jammu & Kashmir + Ladakh,9,6,7,7,29,Pass
Krishna Singh,02-03-2005,358787,Karnataka,9,5,5,7,26,Pass
Yash Fernandes,20-09-2005,604604,Madhya Pradesh,10,2,24,10,46,Pass
Gurpreet Pillai,07-03-2005,146123,Gujarat,5,21,24,5,55,Pass
Yash Sharma,05-12-2004,558172,Jammu & Kashmir + Ladakh,4,12,11,4,31,Pass
Raj Pillai,29-12-2005,785151,Bihar,2,3,10,1,16,Pass
Aryan Khan,27-01-2006,676066,Telangana,7,9,24,23,63,Pass
Balbir Fernandes,11-11-2005,256865,Rajasthan,13,22,20,16,71,Pass
Gurpreet Khan,21-12-2004,251495,Telangana,14,7,5,5,31,Pass
Vivaan Pillai,06-09-2005,582260,Madhya Pradesh,7,19,18,6,50,Pass
Vivaan Sharma,19-11-2004,776817,Andhra Pradesh,0,4,13,0,17,Pass
Aryan Sharma,01-03-2006,205465,Punjab,16,10,8,4,38,Pass
David Khan,29-01-2005,552493,Gujarat,15,12,16,5,48,Pass
Raj Pillai,19-04-2006,358419,Punjab,19,0,13,17,49,Pass
Raj Verma,18-04-2005,950384,Andhra Pradesh,7,17,21,10,55,Pass
Yash Fernandes,06-06-2005,921503,Uttar Pradesh,6,5,11,4,26,Pass
Raj Pillai,25-01-2005,707436,Andhra Pradesh,13,11,15,24,63,Pass
Aditya Fernandes,27-10-2005,243835,Delhi,13,22,11,6,52,Fail
Aarav Pillai,14-11-2004,105499,Madhya Pradesh,6,0,12,18,36,Pass
Raj Reddy,21-02-2005,489775,Gujarat,22,14,3,2,41,Pass
Rohan Singh,23-04-2005,853232,Uttar Pradesh,7,5,0,5,17,Pass
Manpreet Verma,13-04-2006,265759,Kerala,17,4,5,14,40,Pass
Aditya Sharma,26-05-2005,771808,Madhya Pradesh,1,24,21,4,50,Pass
Ishaan Sharma,13-12-2004,229444,Rajasthan,23,19,0,17,59,Pass
Vivaan Pillai,15-12-2004,837568,West Bengal,3,8,20,22,53,Pass
Harjeet Pillai,26-09-2005,561580,Odisha,5,6,23,6,40,Pass
Aryan Sharma,23-09-2005,622815,Kerala,8,8,11,15,42,Pass
Krishna Sharma,30-12-2004,493641,Karnataka,13,19,18,12,62,Pass
Raj Mehta,22-11-2004,691772,Bihar,7,19,19,12,57,Pass
Krishna Chopra,02-05-2006,930938,Telangana,18,18,11,10,57,Pass
Vivaan Verma,02-05-2005,826592,Bihar,23,5,16,23,67,Pass
Raj Verma,17-12-2004,823871,Maharashtra,4,4,17,18,43,Pass
Vivaan Pillai,07-03-2005,747430,Uttar Pradesh,13,5,9,22,49,Pass
Aditya Sharma,16-02-2006,973793,Punjab,0,5,16,1,22,Pass
Krishna Sharma,25-07-2005,985146,Uttar Pradesh,9,5,11,4,29,Pass
Ayaan Fernandes,16-11-2005,872454,Tamil Nadu,21,22,2,16,61,Pass
Kunal Sharma,28-07-2005,414228,Uttar Pradesh,15,5,15,15,50,Pass
Harjeet Sharma,15-03-2006,204349,Assam,9,21,1,7,38,Pass
Vivaan Mehta,11-06-2005,871481,Delhi,8,16,19,24,67,Fail
David Chopra,31-10-2005,975260,Rajasthan,24,0,8,0,32,Pass
Yash Chopra,20-04-2006,674880,Rajasthan,24,2,3,19,48,Pass
Sukhwinder Singh,09-03-2006,993543,Haryana,19,5,12,18,54,Pass
Rohan Khan,11-02-2006,747551,Rajasthan,10,10,18,14,52,Pass
Paul Sharma,10-12-2005,666812,Gujarat,12,8,2,7,29,Pass
Krishna Pillai,20-07-2005,830049,Bihar,11,23,20,6,60,Pass
Harjeet Pillai,13-12-2004,560799,Rajasthan,13,4,0,16,33,Pass
Raj Reddy,05-05-2006,170825,West Bengal,4,10,15,3,32,Pass
Aarav Chopra,06-03-2006,652804,Rajasthan,14,19,9,3,45,Pass
Yash D'Souza,12-02-2006,231648,Uttar Pradesh,16,5,12,1,34,Pass
Vivaan Reddy,08-02-2005,821385,Assam,5,7,2,1,15,Pass
Aarav Mehta,23-11-2004,172196,Karnataka,7,6,22,8,43,Pass
Vivaan Khan,07-10-2005,706261,Bihar,4,16,4,7,31,Pass
Rohan Chopra,16-11-2004,154975,Kerala,21,22,15,9,67,Pass
Vivaan Fernandes,24-02-2006,113736,Bihar,11,2,9,24,46,Pass
Raj D'Souza,18-05-2005,878249,Haryana,18,20,0,13,51,Pass
Sukhwinder Sharma,08-11-2005,564759,Delhi,2,19,20,19,60,Fail
Ayaan Verma,09-09-2005,729739,Karnataka,12,5,16,10,43,Pass
Rehan Verma,14-04-2006,361516,Maharashtra,18,4,16,7,45,Pass
Vivaan Reddy,16-10-2005,885922,West Bengal,24,3,17,4,48,Pass
Raj Reddy,16-01-2006,890252,Goa,1,7,4,9,21,Pass
Vivaan Reddy,22-06-2005,312023,Uttar Pradesh,23,5,16,9,53,Pass
Vivaan Chopra,01-02-2005,281524,Assam,7,22,12,7,48,Pass
Imran Chopra,17-02-2005,723598,Rajasthan,18,19,4,15,56,Pass
Sukhwinder Singh,28-02-2005,125071,Odisha,7,16,24,9,56,Pass
Paul Fernandes,10-07-2005,231895,Tamil Nadu,13,23,18,16,70,Pass
Raj Khan,07-05-2006,193126,Punjab,18,10,1,14,43,Pass
Aditya Fernandes,28-05-2005,253673,Himachal Pradesh,17,22,21,1,61,Pass
Vivaan Khan,21-12-2005,771343,Telangana,1,16,3,2,22,Pass
Vivaan D'Souza,30-08-2005,828853,Madhya Pradesh,7,5,7,9,28,Pass
Peter Khan,27-05-2005,151123,Telangana,15,23,3,21,62,Pass
Gurpreet Fernandes,13-04-2006,933043,Jharkhand,6,8,20,1,35,Pass
Krishna Khan,12-10-2005,344145,Andhra Pradesh,13,4,12,20,49,Pass
Rohan Khan,02-02-2006,145166,Bihar,3,18,20,1,42,Pass
Vivaan Verma,19-07-2005,418132,Bihar,9,15,16,17,57,Pass
Kunal Chopra,29-11-2004,339310,Uttarakhand,3,17,1,23,44,Pass
Paul Fernandes,25-10-2005,219236,Manipur,4,20,23,24,71,Pass
Aditya Reddy,25-04-2006,548349,Bihar,22,13,21,17,73,Pass
Raj Khan,26-05-2005,201392,Madhya Pradesh,16,16,2,13,47,Pass
Krishna Khan,30-10-2005,872961,Uttar Pradesh,1,5,12,4,22,Pass
Aditya Verma,17-04-2006,178156,Bihar,12,12,13,22,59,Pass
Ishaan Sharma,19-05-2005,229906,Andhra Pradesh,17,8,4,8,37,Pass
Raj Pillai,14-04-2006,352865,Uttar Pradesh,21,5,11,8,45,Pass
Yash D'Souza,27-04-2006,695822,Telangana,23,0,6,0,29,Pass
Rohan Sharma,03-04-2005,580142,Haryana,14,10,4,7,35,Pass
Paul Pillai,01-02-2005,879706,Jharkhand,18,1,9,10,38,Pass
John Fernandes,12-04-2005,394199,Punjab,13,12,3,21,49,Pass
Aditya Mehta,09-03-2005,673569,Gujarat,21,7,14,22,64,Pass
Aarav Sharma,27-10-2005,309482,Maharashtra,11,1,5,6,23,Pass
Manpreet D'Souza,26-02-2006,213790,Maharashtra,23,4,22,0,49,Pass
Raj D'Souza,23-06-2005,589982,Maharashtra,10,4,15,13,42,Pass
Aarav Pillai,05-07-2005,151923,Haryana,24,16,0,9,49,Pass
Krishna Singh,16-11-2004,926654,Gujarat,16,21,5,3,45,Pass
Mathew Sharma,28-03-2005,237098,Haryana,18,3,3,24,48,Pass
Vivaan Singh,08-07-2005,932564,Bihar,9,14,17,0,40,Pass
Kunal Fernandes,14-03-2005,363215,Uttarakhand,3,21,22,19,65,Pass
Sukhwinder Reddy,08-11-2004,419315,Uttarakhand,15,0,17,8,40,Pass
Kunal Khan,01-03-2006,468560,Maharashtra,17,4,20,5,46,Pass
Vivaan Verma,11-03-2006,615924,Uttar Pradesh,16,5,4,5,30,Pass
Krishna Verma,14-09-2005,653556,Andhra Pradesh,5,5,23,16,49,Pass
Paul Mehta,29-10-2005,891904,Uttar Pradesh,17,5,23,24,69,Pass
Rehan Fernandes,25-06-2005,160811,Chhattisgarh,15,0,19,3,37,Pass
Peter Verma,05-07-2005,991759,Kerala,4,14,18,23,59,Pass
Kunal Sharma,26-10-2005,581678,Punjab,1,24,3,13,41,Pass
Aditya Khan,14-04-2005,968135,Andhra Pradesh,14,13,18,16,61,Pass
Rohan Fernandes,26-07-2005,255279,Madhya Pradesh,19,18,0,7,44,Pass
Vivaan Pillai,04-05-2006,748558,Uttar Pradesh,21,5,24,2,52,Pass
Aditya Khan,30-08-2005,993071,Uttar Pradesh,16,5,11,5,37,Pass
Mathew Chopra,11-06-2005,682886,Uttar Pradesh,23,5,2,13,43,Pass
Aditya Sharma,01-03-2005,584961,Madhya Pradesh,18,13,8,6,45,Pass
Kunal Reddy,15-03-2005,958319,Madhya Pradesh,2,15,23,11,51,Pass
Raj Sharma,13-05-2005,478816,Assam,11,8,9,22,50,Pass
Aditya D'Souza,03-03-2006,723173,West Bengal,15,20,2,6,43,Pass
Sukhwinder Pillai,11-03-2006,263836,Chhattisgarh,7,11,18,1,37,Pass
Yash Reddy,06-04-2006,734353,Uttar Pradesh,17,5,8,4,34,Pass
Vivaan Khan,10-11-2005,613506,Uttar Pradesh,6,5,24,23,58,Pass
Rohan Pillai,22-11-2004,812388,Uttar Pradesh,6,5,24,6,41,Pass
Raj Mehta,23-04-2005,428417,Kerala,16,15,3,3,37,Pass
Mathew D'Souza,19-11-2004,230085,Odisha,23,19,9,16,67,Pass
Ishaan Khan,25-04-2006,648778,Rajasthan,18,19,17,5,59,Pass
Yash Singh,29-05-2005,371218,Rajasthan,0,5,21,8,34,Pass
Sukhwinder Khan,01-07-2005,201447,Telangana,8,24,20,5,57,Pass
Aarav Reddy,22-12-2005,702641,Bihar,9,21,23,6,59,Pass
Rohan Singh,15-10-2005,204291,Maharashtra,12,3,8,16,39,Pass
Rohan Pillai,21-10-2005,152580,Telangana,13,24,23,3,63,Pass
Harjeet Khan,15-11-2005,189879,Odisha,24,6,1,17,48,Pass
Rohan Sharma,18-01-2006,158064,Uttar Pradesh,11,5,4,21,41,Pass
Aarav Chopra,29-06-2005,687076,Gujarat,10,12,23,10,55,Pass
Imran D'Souza,07-04-2005,483298,Uttar Pradesh,16,5,19,20,60,Pass
Aarav Singh,24-01-2005,779507,Punjab,15,15,12,3,45,Pass
Aditya Sharma,06-08-2005,986809,Bihar,7,22,13,1,43,Pass
Ishaan D'Souza,06-08-2005,823782,Odisha,5,15,1,6,27,Pass
Aryan Khan,30-07-2005,796966,West Bengal,15,19,1,6,41,Pass
Vivaan Singh,11-06-2005,946633,Karnataka,6,14,6,8,34,Pass
Rohan Reddy,19-03-2005,763076,Delhi,16,18,4,11,49,Fail
Mathew Pillai,09-12-2005,433726,Gujarat,19,24,14,18,75,Pass
David Singh,31-05-2005,487057,Telangana,5,11,9,8,33,Pass
Krishna Mehta,01-06-2005,186211,Chhattisgarh,22,21,0,8,51,Pass
Zaid D'Souza,22-02-2006,810555,Madhya Pradesh,4,8,6,17,35,Pass
Kunal D'Souza,06-11-2005,379712,Kerala,10,5,12,9,36,Pass
Gurpreet D'Souza,29-11-2004,672910,Haryana,11,20,9,0,40,Pass
Peter Khan,08-09-2005,232579,Kerala,13,21,11,19,64,Pass
Gurpreet Pillai,17-04-2005,664687,Andhra Pradesh,10,20,10,16,56,Pass
Yash Sharma,05-05-2005,206180,West Bengal,5,24,2,12,43,Pass
Peter Reddy,20-04-2005,589051,Haryana,19,0,0,22,41,Pass
Harjeet Fernandes,21-02-2006,998955,Rajasthan,22,14,14,2,52,Pass
Ayaan Chopra,28-04-2005,220182,Uttar Pradesh,3,5,21,24,53,Pass
Aryan Mehta,14-09-2005,378686,Tamil Nadu,5,4,13,23,45,Pass
Manpreet Verma,17-01-2005,206078,Jharkhand,18,17,15,11,61,Pass
Ishaan Singh,15-02-2006,542074,Himachal Pradesh,6,15,14,14,49,Pass
Harjeet Pillai,21-04-2005,784692,Rajasthan,14,5,9,17,45,Pass
Ishaan Reddy,15-02-2006,486303,Madhya Pradesh,4,17,0,1,22,Pass
Kunal Mehta,05-02-2006,157063,Uttar Pradesh,10,5,1,20,36,Pass
Aarav Mehta,27-02-2005,971034,Maharashtra,22,2,5,8,37,Pass
Ishaan Pillai,03-12-2004,127554,Karnataka,12,4,11,9,36,Pass
Aryan Verma,01-11-2005,638359,Bihar,17,20,16,4,57,Pass
Sukhwinder Singh,30-11-2005,946475,Maharashtra,10,14,14,0,38,Pass
David Pillai,26-03-2006,191046,Madhya Pradesh,9,8,17,7,41,Pass
Aditya Singh,14-11-2005,916518,Delhi,16,18,21,21,76,Fail
Manpreet Fernandes,29-12-2005,830225,Odisha,21,17,1,15,54,Pass
Gurpreet Reddy,30-03-2006,998126,West Bengal,3,6,6,23,38,Pass
Ishaan Singh,30-07-2005,122565,Chhattisgarh,24,17,10,2,53,Pass
David Sharma,02-05-2006,117605,Punjab,5,18,20,6,49,Pass
Ishaan Sharma,03-05-2005,518252,West Bengal,3,18,23,23,67,Pass
Rohan D'Souza,17-01-2005,838912,Uttar Pradesh,17,5,0,13,35,Pass
Ishaan Pillai,23-12-2004,686394,Bihar,23,9,14,4,50,Pass
Rohan Verma,30-04-2005,282428,West Bengal,3,16,15,21,55,Pass
Manpreet Verma,21-02-2005,734035,Delhi,5,14,22,0,41,Fail
Krishna Pillai,11-04-2006,468499,Manipur,4,18,3,12,37,Pass
Kunal Verma,01-12-2004,790091,Assam,2,2,8,3,15,Pass
David Reddy,08-11-2005,563302,Uttar Pradesh,14,5,9,21,49,Pass
Peter Sharma,22-04-2006,967388,Rajasthan,22,19,4,17,62,Pass
Ishaan Chopra,24-02-2006,249453,Assam,1,18,0,11,30,Pass
Mathew Singh,21-12-2004,231724,Maharashtra,7,4,24,13,48,Pass
Harjeet Sharma,09-10-2005,611700,Meghalaya,6,2,1,22,31,Pass
Imran Reddy,01-02-2005,360861,Karnataka,20,7,16,21,64,Pass
Yash D'Souza,16-10-2005,738902,Bihar,1,23,11,12,47,Pass
Gurpreet Khan,22-03-2006,400966,Maharashtra,14,4,17,18,53,Pass
Kunal Mehta,28-05-2005,991411,Karnataka,16,3,23,21,63,Pass
Aarav Khan,05-12-2005,988492,Himachal Pradesh,8,10,19,21,58,Pass
Kunal Pillai,16-04-2005,606405,Assam,17,3,11,9,40,Pass
Raj Chopra,26-05-2005,485628,Kerala,21,22,11,1,55,Pass
Aryan Fernandes,15-12-2005,303180,West Bengal,3,19,19,14,55,Pass
Aarav Reddy,22-05-2005,810785,Tamil Nadu,5,4,2,9,20,Pass
Imran Singh,16-04-2005,201021,Andhra Pradesh,1,18,22,18,59,Pass
Farhan Chopra,26-07-2005,496084,Odisha,4,2,10,0,16,Pass
Gurpreet Verma,15-01-2006,209908,Delhi,5,3,3,1,12,Fail
Imran Chopra,03-02-2005,499810,Kerala,6,5,7,5,23,Pass
Ishaan Mehta,08-01-2006,432062,Bihar,17,15,18,5,55,Pass
Ishaan Reddy,24-08-2005,220864,Uttar Pradesh,24,5,7,15,51,Pass
Manpreet Fernandes,23-03-2005,219864,Haryana,21,20,18,7,66,Pass
Manpreet Mehta,28-09-2005,942757,Haryana,6,12,6,17,41,Pass
Balbir Sharma,20-06-2005,537250,Maharashtra,7,4,22,21,54,Pass
John Singh,31-10-2005,455766,Madhya Pradesh,18,11,9,14,52,Pass
Ishaan Singh,22-04-2005,689153,Tamil Nadu,9,14,19,1,43,Pass
Aditya Sharma,19-11-2004,843546,Maharashtra,9,2,15,10,36,Pass
Ishaan D'Souza,10-07-2005,917555,Kerala,7,19,3,2,31,Pass
Aryan Pillai,02-07-2005,743179,Jharkhand,23,10,17,13,63,Pass
Yash Singh,17-10-2005,213109,Tamil Nadu,13,6,20,21,60,Pass
Aarav Pillai,16-11-2005,770563,Madhya Pradesh,5,22,20,4,51,Pass
Aarav Singh,13-11-2004,387140,West Bengal,3,6,13,17,39,Pass
Yash Sharma,18-04-2006,405300,Bihar,8,13,22,5,48,Pass
Krishna Verma,24-12-2005,857066,Maharashtra,18,11,12,1,42,Pass
Ishaan Mehta,18-12-2004,981993,Telangana,1,18,7,15,41,Pass
Krishna Reddy,05-07-2005,275079,Jammu & Kashmir + Ladakh,1,21,11,8,41,Pass
Aditya Khan,27-01-2006,273180,Maharashtra,4,0,23,2,29,Pass
Ishaan Chopra,14-07-2005,400823,Rajasthan,9,24,1,11,45,Pass
Balbir Pillai,11-12-2005,281888,Uttar Pradesh,8,5,13,22,48,Pass
Aarav Mehta,22-12-2005,944102,Himachal Pradesh,3,13,11,11,38,Pass
Ishaan Khan,03-09-2005,274499,Goa,5,5,5,5,20,Pass
Yash Pillai,20-10-2005,472323,Andhra Pradesh,10,10,6,14,40,Pass
Kunal Mehta,08-01-2006,389846,Karnataka,19,0,24,13,56,Pass
Raj Pillai,16-03-2006,926316,Bihar,14,11,12,5,42,Pass
Aarav Chopra,14-01-2006,691264,Maharashtra,15,20,1,11,47,Pass
Yash Verma,05-02-2005,446997,Maharashtra,24,4,19,17,64,Pass
Balbir Sharma,13-05-2005,414020,Jammu & Kashmir + Ladakh,20,22,4,13,59,Pass
Aryan Khan,09-11-2004,531439,Chhattisgarh,16,2,16,2,36,Pass
Aditya D'Souza,01-08-2005,674979,Tamil Nadu,1,5,1,14,21,Pass
Ishaan D'Souza,11-10-2005,809900,Bihar,0,6,5,10,21,Pass
Manpreet Fernandes,22-11-2004,152438,Haryana,14,23,5,17,59,Pass
Gurpreet Verma,08-03-2006,260967,Tamil Nadu,8,4,17,22,51,Pass
Krishna Khan,26-01-2006,126256,Andhra Pradesh,21,5,24,6,56,Pass
Sukhwinder Singh,20-04-2005,674829,Meghalaya,11,5,16,5,37,Pass
